frame-number,detected-left,detected-right,left-status,right-status
3294,1,0,safe,safe
3295,1,0,safe,safe
3296,1,0,safe,safe
3297,1,0,safe,safe
3298,1,0,safe,safe
3299,1,0,safe,safe
3300,1,0,safe,safe
3301,1,0,safe,safe
3302,1,0,safe,safe
3303,1,0,safe,safe
3304,1,0,safe,safe
3305,1,0,safe,safe
3306,1,0,safe,safe
3307,1,0,safe,safe
3308,1,0,safe,safe
3309,1,0,safe,safe
3310,1,0,safe,safe
3311,1,0,safe,safe
3312,1,0,safe,safe
3313,1,0,safe,safe
3314,1,0,safe,safe
3315,1,0,safe,safe
3316,1,0,safe,safe
3317,1,0,safe,safe
3318,1,0,safe,safe
3319,1,0,safe,safe
3320,1,0,safe,safe
3321,1,0,safe,safe
3322,1,0,safe,safe
3323,1,0,safe,safe
3324,1,0,safe,safe
3325,1,0,safe,safe
3326,1,0,safe,safe
3327,1,0,safe,safe
3328,1,1,safe,safe
3329,1,0,safe,safe
3330,1,0,safe,safe
3331,1,0,safe,safe
3332,1,1,safe,safe
3333,1,0,safe,safe
3334,1,0,safe,safe
3335,1,0,safe,safe
3336,1,0,safe,safe
3337,1,0,safe,safe
3338,1,0,safe,safe
3339,1,0,safe,safe
3340,1,0,safe,safe
3341,1,0,safe,safe
3342,1,0,safe,safe
3343,1,0,safe,safe
3344,1,0,safe,safe
3345,1,0,safe,safe
3346,1,1,safe,safe
3347,1,1,safe,safe
3348,1,0,safe,safe
3349,1,0,safe,safe
3350,1,0,safe,safe
3351,1,0,safe,safe
3352,1,0,safe,safe
3353,1,0,safe,safe
3354,1,0,safe,safe
3355,1,0,safe,safe
3356,1,0,safe,safe
3357,1,0,safe,safe
3358,1,0,safe,safe
3359,1,0,safe,safe
3360,1,0,safe,safe
3361,1,1,safe,safe
3362,1,0,safe,safe
3363,1,0,safe,safe
3364,1,0,safe,safe
3365,1,0,safe,safe
3366,1,0,safe,safe
3367,1,0,safe,safe
3368,1,0,safe,safe
3369,1,0,safe,safe
3370,1,0,safe,safe
3371,1,0,safe,safe
3372,1,0,safe,safe
3373,1,0,safe,safe
3374,1,0,safe,safe
3375,1,0,safe,safe
3376,1,0,safe,safe
3377,1,0,safe,safe
3378,1,0,safe,safe
3379,1,0,safe,safe
3380,1,0,safe,safe
3381,1,0,safe,safe
3382,1,0,safe,safe
3383,1,0,safe,safe
3384,1,0,safe,safe
3385,1,0,safe,safe
3386,1,0,safe,safe
3387,1,0,safe,safe
3388,1,0,safe,safe
3389,1,0,safe,safe
3390,1,0,safe,safe
3391,1,0,safe,safe
3392,1,0,safe,safe
3393,1,0,safe,safe
3394,1,0,safe,safe
3395,1,0,safe,safe
3396,1,0,safe,safe
3397,1,0,safe,safe
3398,1,0,safe,safe
3399,1,0,safe,safe
3400,1,1,safe,safe
3401,1,0,safe,safe
3402,1,0,safe,safe
3403,1,0,safe,safe
3404,1,0,safe,safe
3405,1,0,safe,safe
3406,1,0,safe,safe
3407,1,0,safe,safe
3408,1,0,safe,safe
3409,0,0,safe,safe
3410,1,0,safe,safe
3411,1,0,warning,safe
3412,1,0,safe,safe
3413,1,0,warning,safe
3414,1,0,safe,safe
3415,1,0,warning,safe
3416,1,0,safe,safe
3417,1,0,safe,safe
3418,1,0,warning,safe
3419,1,0,safe,safe
3420,1,0,safe,safe
3421,0,0,safe,safe
3422,1,0,safe,safe
3423,1,0,safe,safe
3424,1,0,warning,safe
3425,1,0,warning,safe
3426,1,0,warning,safe
3427,1,0,safe,safe
3428,0,0,safe,safe
3429,1,0,safe,safe
3430,1,0,safe,safe
3431,1,0,warning,safe
3432,1,0,safe,safe
3433,1,0,safe,safe
3434,1,0,safe,safe
3435,1,0,safe,safe
3436,1,0,safe,safe
3437,1,0,safe,safe
3438,1,0,safe,safe
3439,1,0,safe,safe
3440,1,0,safe,safe
3441,1,0,safe,safe
3442,1,0,safe,safe
3443,1,0,safe,safe
3444,1,0,safe,safe
3445,1,0,safe,safe
3446,1,0,safe,safe
3447,1,0,safe,safe
3448,1,0,safe,safe
3449,1,0,safe,safe
3450,1,0,safe,safe
3451,1,1,safe,safe
3452,1,0,safe,safe
3453,1,0,safe,safe
3454,1,0,safe,safe
3455,1,0,safe,safe
3456,1,0,safe,safe
3457,1,0,safe,safe
3458,1,0,safe,safe
3459,1,0,safe,safe
3460,1,0,safe,safe
3461,1,0,safe,safe
3462,1,0,safe,safe
3463,1,1,safe,safe
3464,1,0,safe,safe
3465,1,0,safe,safe
3466,1,0,safe,safe
3467,1,0,safe,safe
3468,1,0,safe,safe
3469,1,0,safe,safe
3470,1,0,safe,safe
3471,1,0,safe,safe
3472,1,0,safe,safe
3473,1,0,safe,safe
3474,1,0,safe,safe
3475,1,0,safe,safe
3476,1,0,safe,safe
3477,1,0,safe,safe
3478,1,0,safe,safe
3479,1,1,safe,safe
3480,1,0,safe,safe
3481,1,0,safe,safe
3482,1,0,safe,safe
3483,1,0,safe,safe
3484,1,0,safe,safe
3485,1,0,safe,safe
3486,1,0,safe,safe
3487,1,0,safe,safe
3488,1,0,safe,safe
3489,1,0,safe,safe
3490,1,0,safe,safe
3491,1,0,safe,safe
3492,1,0,safe,safe
3493,1,0,safe,safe
3494,1,0,safe,safe
3495,1,0,safe,safe
3496,1,0,safe,safe
3497,1,0,safe,safe
3498,1,1,safe,safe
3499,1,0,safe,safe
3500,1,0,safe,safe
3501,1,0,safe,safe
3502,1,0,safe,safe
3503,1,0,safe,safe
3504,1,0,safe,safe
3505,1,0,safe,safe
3506,1,0,safe,safe
3507,1,0,safe,safe
3508,1,0,safe,safe
3509,1,0,safe,safe
3510,1,0,safe,safe
3511,1,0,safe,safe
3512,1,0,safe,safe
3513,1,0,safe,safe
3514,1,0,safe,safe
3515,1,0,safe,safe
3516,1,0,safe,safe
3517,1,0,safe,safe
3518,1,0,safe,safe
3519,1,0,safe,safe
3520,1,0,safe,safe
3521,1,0,safe,safe
3522,1,0,safe,safe
3523,1,1,safe,safe
3524,1,0,safe,safe
3525,1,0,safe,safe
3526,1,0,safe,safe
3527,1,0,safe,safe
3528,1,0,safe,safe
3529,1,0,safe,safe
3530,1,0,safe,safe
3531,1,0,safe,safe
3532,1,0,safe,safe
3533,1,0,safe,safe
3534,1,0,safe,safe
3535,1,0,safe,safe
3536,1,1,safe,safe
3537,1,0,safe,safe
3538,1,1,safe,safe
3539,1,1,safe,safe
3540,1,0,safe,safe
3541,1,0,safe,safe
3542,1,0,safe,safe
3543,1,1,safe,safe
3544,1,1,safe,safe
3545,1,1,safe,safe
3546,1,0,safe,safe
3547,1,0,safe,safe
3548,1,0,safe,safe
3549,1,0,safe,safe
3550,1,1,safe,safe
3551,1,1,safe,safe
3552,1,1,safe,safe
3553,1,1,safe,safe
3554,1,0,safe,safe
3555,1,0,safe,safe
3556,1,0,safe,safe
3557,1,0,safe,safe
3558,1,0,safe,safe
3559,1,1,safe,safe
3560,1,0,safe,safe
3561,1,0,safe,safe
3562,1,0,safe,safe
3563,1,0,safe,safe
3564,1,0,safe,safe
3565,1,0,safe,safe
3566,1,1,safe,safe
3567,1,0,safe,safe
3568,1,0,safe,safe
3569,1,1,safe,safe
3570,1,0,safe,safe
3571,1,1,safe,safe
3572,1,0,safe,safe
3573,1,0,safe,safe
3574,1,0,safe,safe
3575,1,0,safe,safe
3576,1,0,safe,safe
3577,1,0,safe,safe
3578,1,0,safe,safe
3579,1,0,safe,safe
3580,1,0,safe,safe
3581,1,0,safe,safe
3582,1,0,safe,safe
3583,1,0,safe,safe
3584,1,0,safe,safe
3585,1,0,safe,safe
3586,1,1,safe,safe
3587,1,0,safe,safe
3588,1,1,safe,safe
3589,1,0,safe,safe
3590,1,1,safe,safe
3591,1,0,safe,safe
3592,1,0,safe,safe
3593,1,0,safe,safe
3594,1,0,safe,safe
3595,1,0,safe,safe
3596,1,0,safe,safe
3597,1,0,safe,safe
3598,1,0,safe,safe
3599,1,0,safe,safe
3600,1,0,safe,safe
3601,1,0,safe,safe
3602,1,0,safe,safe
3603,1,0,safe,safe
3604,1,0,safe,safe
3605,1,0,safe,safe
3606,1,0,safe,safe
3607,1,0,safe,safe
3608,1,0,safe,safe
3609,1,0,safe,safe
3610,1,0,safe,safe
3611,1,0,safe,safe
3612,1,0,safe,safe
3613,1,0,safe,safe
3614,1,0,safe,safe
3615,1,1,safe,safe
3616,1,0,safe,safe
3617,1,1,safe,safe
3618,1,1,safe,safe
3619,1,0,safe,safe
3620,1,0,safe,safe
3621,1,0,safe,safe
3622,1,0,safe,safe
3623,1,0,safe,safe
3624,1,0,safe,safe
3625,1,0,safe,safe
3626,1,0,safe,safe
3627,1,1,safe,safe
3628,1,1,safe,safe
3629,1,0,safe,safe
3630,1,1,safe,safe
3631,1,0,safe,safe
3632,1,0,safe,safe
3633,1,0,safe,safe
3634,1,0,safe,safe
3635,1,1,safe,safe
3636,1,0,safe,safe
3637,1,0,safe,safe
3638,1,0,safe,safe
3639,1,0,safe,safe
3640,1,1,safe,safe
3641,1,1,safe,safe
3642,1,1,safe,safe
3643,1,1,safe,safe
3644,1,0,safe,safe
3645,1,0,safe,safe
3646,1,0,safe,safe
3647,1,0,safe,safe
3648,1,0,safe,safe
3649,1,0,safe,safe
3650,1,0,safe,safe
3651,1,0,safe,safe
3652,1,0,safe,safe
3653,1,0,safe,safe
3654,1,0,safe,safe
3655,1,0,safe,safe
3656,1,0,safe,safe
3657,1,0,safe,safe
3658,1,0,safe,safe
3659,1,0,safe,safe
3660,1,0,safe,safe
3661,1,0,safe,safe
3662,1,0,safe,safe
3663,1,0,safe,safe
3664,1,0,safe,safe
3665,1,0,safe,safe
3666,1,0,safe,safe
3667,1,0,safe,safe
3668,1,0,safe,safe
3669,1,0,safe,safe
3670,1,0,safe,safe
3671,1,0,safe,safe
3672,1,0,safe,safe
3673,1,0,safe,safe
3674,1,0,safe,safe
3675,1,0,safe,safe
3676,1,0,safe,safe
3677,1,0,safe,safe
3678,1,0,safe,safe
3679,1,0,safe,safe
3680,1,0,safe,safe
3681,1,0,safe,safe
3682,1,0,safe,safe
3683,1,0,safe,safe
3684,1,0,safe,safe
3685,1,0,safe,safe
3686,1,0,safe,safe
3687,1,0,safe,safe
3688,1,0,safe,safe
3689,1,0,safe,safe
3690,1,0,safe,safe
3691,1,0,safe,safe
3692,1,0,safe,safe
3693,1,0,safe,safe
3694,1,0,safe,safe
3695,1,0,safe,safe
3696,1,0,safe,safe
3697,1,0,safe,safe
3698,1,0,safe,safe
3699,1,0,safe,safe
3700,1,0,safe,safe
3701,1,0,safe,safe
3702,1,0,safe,safe
3703,1,0,safe,safe
3704,1,0,safe,safe
3705,1,0,safe,safe
3706,1,0,safe,safe
3707,1,0,safe,safe
3708,1,0,safe,safe
3709,1,0,safe,safe
3710,1,0,safe,safe
3711,1,0,safe,safe
3712,1,0,safe,safe
3713,1,0,safe,safe
3714,1,0,safe,safe
3715,1,0,safe,safe
3716,1,0,safe,safe
3717,1,0,safe,safe
3718,1,0,safe,safe
3719,1,0,safe,safe
3720,1,0,safe,safe
3721,1,0,safe,safe
3722,1,0,safe,safe
3723,1,0,safe,safe
3724,1,0,safe,safe
3725,1,0,safe,safe
3726,1,0,safe,safe
3727,1,0,safe,safe
3728,1,0,safe,safe
3729,1,0,safe,safe
3730,1,0,safe,safe
3731,1,0,safe,safe
3732,1,0,safe,safe
3733,1,0,safe,safe
3734,1,0,safe,safe
3735,1,0,safe,safe
3736,1,0,safe,safe
3737,1,0,safe,safe
3738,1,0,safe,safe
3739,1,0,safe,safe
3740,1,0,safe,safe
3741,1,0,safe,safe
3742,1,0,safe,safe
3743,1,0,safe,safe
3744,1,0,safe,safe
3745,1,0,safe,safe
3746,1,0,safe,safe
3747,1,0,safe,safe
3748,1,0,safe,safe
3749,1,0,safe,safe
3750,1,0,safe,safe
3751,1,0,safe,safe
3752,1,0,safe,safe
3753,1,0,safe,safe
3754,1,0,safe,safe
3755,1,0,safe,safe
3756,1,0,safe,safe
3757,1,0,safe,safe
3758,1,0,safe,safe
3759,1,0,safe,safe
3760,1,0,safe,safe
3761,1,0,safe,safe
3762,1,0,safe,safe
3763,1,0,safe,safe
3764,1,0,safe,safe
3765,1,0,safe,safe
3766,1,0,safe,safe
3767,1,0,safe,safe
3768,1,0,safe,safe
3769,1,0,safe,safe
3770,1,0,safe,safe
3771,1,1,safe,safe
3772,1,0,safe,safe
3773,1,0,safe,safe
3774,1,0,safe,safe
3775,1,0,safe,safe
3776,0,0,safe,safe
3777,1,0,safe,safe
3778,0,0,safe,safe
3779,0,0,safe,safe
3780,0,0,safe,safe
3781,0,0,safe,safe
3782,0,0,safe,safe
3783,0,0,safe,safe
3784,0,0,safe,safe
3785,0,0,safe,safe
3786,0,0,safe,safe
3787,0,0,safe,safe
3788,0,0,safe,safe
3789,0,0,safe,safe
3790,0,0,safe,safe
3791,0,0,safe,safe
3792,0,0,safe,safe
3793,0,0,safe,safe
3794,0,0,safe,safe
3795,0,0,safe,safe
3796,0,0,safe,safe
3797,0,0,safe,safe
3798,0,0,safe,safe
3799,0,0,safe,safe
3800,0,0,safe,safe
3801,0,0,safe,safe
3802,0,0,safe,safe
3803,0,0,safe,safe
3804,0,0,safe,safe
3805,0,0,safe,safe
3806,0,0,safe,safe
3807,0,0,safe,safe
3808,0,0,safe,safe
3809,0,0,safe,safe
3810,0,0,safe,safe
3811,0,0,safe,safe
3812,0,0,safe,safe
3813,0,0,safe,safe
3814,0,0,safe,safe
3815,0,0,safe,safe
3816,0,0,safe,safe
3817,0,0,safe,safe
3818,0,0,safe,safe
3819,0,0,safe,safe
3820,0,0,safe,safe
3821,0,0,safe,safe
3822,0,0,safe,safe
3823,0,0,safe,safe
3824,0,0,safe,safe
3825,0,0,safe,safe
3826,0,0,safe,safe
3827,0,0,safe,safe
3828,0,0,safe,safe
3829,0,0,safe,safe
3830,0,0,safe,safe
3831,0,0,safe,safe
3832,0,0,safe,safe
3833,0,0,safe,safe
3834,0,0,safe,safe
3835,0,0,safe,safe
3836,0,0,safe,safe
3837,0,0,safe,safe
3838,0,0,safe,safe
3839,0,0,safe,safe
3840,0,0,safe,safe
3841,0,0,safe,safe
3842,0,0,safe,safe
3843,0,0,safe,safe
3844,0,0,safe,safe
3845,0,0,safe,safe
3846,0,0,safe,safe
3847,0,0,safe,safe
3848,0,0,safe,safe
3849,0,0,safe,safe
3850,0,0,safe,safe
3851,0,0,safe,safe
3852,0,0,safe,safe
3853,0,0,safe,safe
3854,0,0,safe,safe
3855,0,0,safe,safe
3856,0,0,safe,safe
3857,0,0,safe,safe
3858,0,0,safe,safe
3859,0,0,safe,safe
3860,0,0,safe,safe
3861,0,0,safe,safe
3862,0,0,safe,safe
3863,0,0,safe,safe
3864,0,0,safe,safe
3865,0,0,safe,safe
3866,0,0,safe,safe
3867,0,0,safe,safe
3868,0,0,safe,safe
3869,0,0,safe,safe
3870,0,0,safe,safe
3871,0,0,safe,safe
3872,0,0,safe,safe
3873,0,0,safe,safe
3874,0,0,safe,safe
3875,0,0,safe,safe
3876,0,0,safe,safe
3877,0,0,safe,safe
3878,0,0,safe,safe
3879,0,0,safe,safe
3880,0,0,safe,safe
3881,0,0,safe,safe
3882,0,0,safe,safe
3883,0,0,safe,safe
3884,0,0,safe,safe
3885,0,0,safe,safe
3886,0,0,safe,safe
3887,0,0,safe,safe
3888,0,0,safe,safe
3889,0,0,safe,safe
3890,0,0,safe,safe
3891,0,0,safe,safe
3892,0,0,safe,safe
3893,0,0,safe,safe
3894,0,0,safe,safe
3895,0,0,safe,safe
3896,0,0,safe,safe
3897,0,0,safe,safe
3898,0,0,safe,safe
3899,0,0,safe,safe
3900,0,0,safe,safe
3901,0,0,safe,safe
3902,0,0,safe,safe
3903,0,0,safe,safe
3904,0,0,safe,safe
3905,0,0,safe,safe
3906,0,0,safe,safe
3907,0,0,safe,safe
3908,0,0,safe,safe
3909,0,0,safe,safe
3910,0,0,safe,safe
3911,0,0,safe,safe
3912,0,0,safe,safe
3913,0,0,safe,safe
3914,0,0,safe,safe
3915,0,0,safe,safe
3916,0,0,safe,safe
3917,0,0,safe,safe
3918,0,0,safe,safe
3919,0,0,safe,safe
3920,0,0,safe,safe
3921,0,0,safe,safe
3922,0,0,safe,safe
3923,0,0,safe,safe
3924,0,0,safe,safe
3925,0,0,safe,safe
3926,0,0,safe,safe
3927,0,0,safe,safe
3928,0,0,safe,safe
3929,0,0,safe,safe
3930,0,0,safe,safe
3931,0,0,safe,safe
3932,0,0,safe,safe
3933,0,0,safe,safe
3934,0,0,safe,safe
3935,0,0,safe,safe
3936,0,0,safe,safe
3937,0,0,safe,safe
3938,0,0,safe,safe
3939,0,0,safe,safe
3940,0,0,safe,safe
3941,0,0,safe,safe
3942,0,0,safe,safe
3943,0,0,safe,safe
3944,0,0,safe,safe
3945,0,0,safe,safe
3946,0,0,safe,safe
3947,0,0,safe,safe
3948,0,0,safe,safe
3949,0,0,safe,safe
3950,0,0,safe,safe
3951,0,0,safe,safe
3952,0,0,safe,safe
3953,0,0,safe,safe
3954,0,0,safe,safe
3955,0,0,safe,safe
3956,0,0,safe,safe
3957,0,0,safe,safe
3958,0,0,safe,safe
3959,0,0,safe,safe
3960,0,0,safe,safe
3961,0,0,safe,safe
3962,0,0,safe,safe
3963,0,0,safe,safe
3964,0,1,safe,safe
3965,0,0,safe,safe
3966,0,0,safe,safe
3967,0,0,safe,safe
3968,0,1,safe,safe
3969,0,0,safe,safe
3970,0,0,safe,safe
3971,0,0,safe,safe
3972,0,0,safe,safe
3973,0,1,safe,safe
3974,0,0,safe,safe
3975,0,0,safe,safe
3976,0,1,safe,safe
3977,0,0,safe,safe
3978,0,0,safe,safe
3979,0,1,safe,safe
3980,0,0,safe,safe
3981,0,0,safe,safe
3982,0,0,safe,safe
3983,0,0,safe,safe
3984,0,0,safe,safe
3985,0,0,safe,safe
3986,0,1,safe,safe
3987,0,0,safe,safe
3988,0,1,safe,safe
3989,0,1,safe,safe
3990,0,0,safe,safe
3991,0,1,safe,safe
3992,0,0,safe,safe
3993,0,1,safe,safe
3994,0,1,safe,safe
3995,0,1,safe,safe
3996,0,0,safe,safe
3997,0,0,safe,safe
3998,0,0,safe,safe
3999,0,0,safe,safe
4000,0,1,safe,safe
4001,0,0,safe,safe
4002,0,1,safe,safe
4003,0,1,safe,safe
4004,0,1,safe,safe
4005,0,1,safe,safe
4006,0,1,safe,safe
4007,0,0,safe,safe
4008,0,1,safe,safe
4009,0,0,safe,safe
4010,0,0,safe,safe
4011,0,1,safe,safe
4012,0,0,safe,safe
4013,0,0,safe,safe
4014,0,0,safe,safe
4015,0,1,safe,safe
4016,0,0,safe,safe
4017,0,0,safe,safe
4018,0,0,safe,safe
4019,0,0,safe,safe
4020,0,0,safe,safe
4021,0,0,safe,safe
4022,0,0,safe,safe
4023,0,0,safe,safe
4024,1,1,safe,safe
4025,1,1,safe,safe
4026,1,1,safe,safe
4027,1,1,safe,safe
4028,1,1,safe,safe
4029,1,1,safe,safe
4030,1,0,safe,safe
4031,1,0,safe,safe
4032,1,1,safe,safe
4033,1,0,safe,safe
4034,1,0,safe,safe
4035,1,1,safe,safe
4036,1,0,safe,safe
4037,1,1,safe,safe
4038,1,0,safe,safe
4039,1,1,safe,safe
4040,1,0,safe,safe
4041,1,0,safe,safe
4042,1,0,safe,safe
4043,1,0,safe,safe
4044,1,0,safe,safe
4045,1,0,safe,safe
4046,1,0,safe,safe
4047,1,0,safe,safe
4048,1,1,safe,safe
4049,1,0,safe,safe
4050,1,0,safe,safe
4051,1,1,safe,safe
4052,1,1,safe,safe
4053,1,0,safe,safe
4054,1,0,safe,safe
4055,1,0,safe,safe
4056,1,1,safe,safe
4057,1,1,safe,safe
4058,1,0,safe,safe
4059,1,0,safe,safe
4060,1,1,safe,safe
4061,1,0,safe,safe
4062,1,1,safe,safe
4063,1,0,safe,safe
4064,1,0,safe,safe
4065,1,0,safe,safe
4066,1,0,safe,safe
4067,1,1,safe,safe
4068,1,0,safe,safe
4069,1,0,safe,safe
4070,1,0,safe,safe
4071,1,0,safe,safe
4072,1,0,safe,safe
4073,1,0,safe,safe
4074,1,1,safe,safe
4075,1,0,safe,safe
4076,1,0,safe,safe
4077,1,0,safe,safe
4078,1,0,safe,safe
4079,1,1,safe,safe
4080,1,0,safe,safe
4081,1,0,safe,safe
4082,1,0,safe,safe
4083,1,0,safe,safe
4084,1,1,safe,safe
4085,1,1,safe,safe
4086,1,1,safe,safe
4087,1,1,safe,safe
4088,1,1,safe,safe
4089,1,1,safe,safe
4090,1,0,safe,safe
4091,1,1,safe,safe
4092,1,0,safe,safe
4093,1,1,safe,safe
4094,1,1,safe,safe
4095,1,1,safe,safe
4096,1,0,safe,safe
4097,1,1,safe,safe
4098,1,1,safe,safe
4099,1,1,safe,safe
4100,1,1,safe,safe
4101,1,1,safe,safe
4102,1,1,safe,safe
4103,1,1,safe,safe
4104,1,1,safe,safe
4105,1,1,safe,safe
4106,1,1,safe,safe
4107,1,1,safe,safe
4108,1,1,safe,safe
4109,1,1,safe,safe
4110,1,1,safe,safe
4111,1,1,safe,safe
4112,1,1,safe,safe
4113,1,1,safe,safe
4114,1,1,safe,safe
4115,1,1,safe,safe
4116,1,1,safe,safe
4117,1,1,safe,safe
4118,1,1,safe,safe
4119,1,1,safe,safe
4120,1,1,safe,safe
4121,1,1,safe,safe
4122,1,1,safe,safe
4123,1,1,safe,safe
4124,1,1,safe,safe
4125,1,1,safe,safe
4126,1,1,safe,safe
4127,1,1,safe,safe
4128,1,1,safe,safe
4129,1,1,safe,safe
4130,1,1,safe,safe
4131,1,1,safe,safe
4132,1,1,safe,safe
4133,1,1,safe,safe
4134,1,0,safe,safe
4135,1,1,safe,safe
4136,1,1,safe,safe
4137,1,1,safe,safe
4138,1,1,safe,safe
4139,1,0,safe,safe
4140,1,1,safe,safe
4141,1,1,safe,safe
4142,1,0,safe,safe
4143,1,1,safe,safe
4144,1,1,safe,safe
4145,1,1,safe,safe
4146,1,1,safe,safe
4147,1,1,safe,safe
4148,1,1,safe,safe
4149,1,1,safe,safe
4150,1,1,safe,safe
4151,1,1,safe,safe
4152,1,1,safe,safe
4153,1,1,safe,safe
4154,1,1,safe,safe
4155,1,1,safe,safe
4156,1,1,safe,safe
4157,1,1,safe,safe
4158,1,1,safe,safe
4159,1,1,safe,safe
4160,1,1,safe,safe
4161,1,1,safe,safe
4162,1,1,safe,safe
4163,1,1,safe,safe
4164,1,1,safe,safe
4165,1,1,safe,safe
4166,1,1,safe,safe
4167,1,1,safe,safe
4168,1,1,safe,safe
4169,1,1,safe,safe
4170,1,1,safe,safe
4171,1,1,safe,safe
4172,1,1,safe,safe
4173,1,0,safe,safe
4174,1,1,safe,safe
4175,1,0,safe,safe
4176,1,1,safe,safe
4177,1,1,safe,safe
4178,1,0,safe,safe
4179,1,1,safe,safe
4180,1,0,safe,safe
4181,1,1,safe,safe
4182,1,1,safe,safe
4183,1,1,safe,safe
4184,1,1,safe,safe
4185,1,1,safe,safe
4186,1,0,safe,safe
4187,1,1,safe,safe
4188,1,1,safe,safe
4189,1,1,safe,safe
4190,1,1,safe,safe
4191,1,1,safe,safe
4192,1,1,safe,safe
4193,1,1,safe,safe
4194,1,1,safe,safe
4195,1,1,safe,safe
4196,1,1,safe,safe
4197,1,1,safe,safe
4198,1,1,safe,safe
4199,1,1,safe,safe
4200,1,0,safe,safe
4201,1,1,safe,safe
4202,1,0,safe,safe
4203,1,1,safe,safe
4204,1,1,safe,safe
4205,1,1,safe,safe
4206,1,1,safe,safe
4207,1,1,safe,safe
4208,1,1,safe,safe
4209,1,1,safe,safe
4210,1,1,safe,safe
4211,1,1,safe,safe
4212,1,1,safe,safe
4213,1,1,safe,safe
4214,1,1,safe,safe
4215,1,1,safe,safe
4216,1,1,safe,safe
4217,1,1,safe,safe
4218,1,1,safe,safe
4219,1,1,safe,safe
4220,1,1,safe,safe
4221,1,1,safe,safe
4222,1,1,safe,safe
4223,1,1,safe,safe
4224,1,1,safe,safe
4225,1,1,safe,safe
4226,1,1,safe,safe
4227,1,1,safe,safe
4228,1,1,safe,safe
4229,1,1,safe,safe
4230,1,1,safe,safe
4231,1,1,safe,safe
4232,1,1,safe,safe
4233,1,0,safe,safe
4234,1,1,safe,safe
4235,1,1,safe,safe
4236,1,1,safe,safe
4237,1,1,safe,safe
4238,1,1,safe,safe
4239,1,1,safe,safe
4240,1,1,safe,safe
4241,1,1,safe,safe
4242,1,1,safe,safe
4243,1,1,safe,safe
4244,1,1,safe,safe
4245,1,0,safe,safe
4246,1,1,safe,safe
4247,1,1,safe,safe
4248,1,1,safe,safe
4249,1,1,safe,safe
4250,1,1,safe,safe
4251,1,1,safe,safe
4252,1,1,safe,safe
4253,1,1,safe,safe
4254,1,1,safe,safe
4255,1,1,safe,safe
4256,1,1,safe,safe
4257,1,1,safe,safe
4258,1,1,safe,safe
4259,1,1,safe,safe
4260,1,0,safe,safe
4261,1,0,safe,safe
4262,1,1,safe,safe
4263,1,1,safe,safe
4264,1,0,safe,safe
4265,1,1,safe,safe
4266,1,0,safe,safe
4267,1,1,safe,safe
4268,1,1,safe,safe
4269,1,1,safe,safe
4270,1,1,safe,safe
4271,1,1,safe,safe
4272,1,0,safe,safe
4273,1,1,safe,safe
4274,1,1,safe,safe
4275,1,0,safe,safe
4276,1,1,safe,safe
4277,1,0,safe,safe
4278,1,1,safe,safe
4279,1,1,safe,safe
4280,1,1,safe,safe
4281,1,0,safe,safe
4282,1,1,safe,safe
4283,1,0,safe,safe
4284,1,1,safe,safe
4285,1,0,safe,safe
4286,1,1,safe,safe
4287,1,0,safe,safe
4288,1,1,safe,safe
4289,1,1,safe,safe
4290,1,0,safe,safe
4291,1,0,safe,safe
4292,1,1,safe,safe
4293,1,1,safe,safe
4294,1,1,safe,safe
4295,1,1,safe,safe
4296,1,0,safe,safe
4297,1,1,safe,safe
4298,1,0,safe,safe
4299,1,0,safe,safe
4300,1,0,safe,safe
4301,1,1,safe,safe
4302,1,0,safe,safe
4303,1,0,safe,safe
4304,1,0,safe,safe
4305,1,0,safe,safe
4306,1,0,safe,safe
4307,1,1,safe,safe
4308,1,0,safe,safe
4309,1,0,safe,safe
4310,1,0,safe,safe
4311,1,0,safe,safe
4312,1,0,safe,safe
4313,1,0,safe,safe
4314,1,0,safe,safe
4315,1,1,safe,safe
4316,1,0,safe,safe
4317,1,0,safe,safe
4318,1,0,safe,safe
4319,1,0,safe,safe
4320,1,0,safe,safe
4321,1,0,safe,safe
4322,1,1,safe,safe
4323,1,0,safe,safe
4324,1,0,safe,safe
4325,1,0,safe,safe
4326,1,0,safe,safe
4327,1,0,safe,safe
4328,1,0,safe,safe
4329,1,1,safe,safe
4330,1,0,safe,safe
4331,1,0,safe,safe
4332,1,0,safe,safe
4333,1,0,safe,safe
4334,1,0,safe,safe
4335,1,0,safe,safe
4336,1,0,safe,safe
4337,1,0,safe,safe
4338,1,0,safe,safe
4339,1,0,safe,safe
4340,1,0,safe,safe
4341,1,0,safe,safe
4342,1,0,safe,safe
4343,1,0,safe,safe
4344,1,0,safe,safe
4345,1,0,safe,safe
4346,1,0,safe,safe
4347,1,0,safe,safe
4348,1,0,safe,safe
4349,1,0,safe,safe
4350,1,0,safe,safe
4351,1,0,safe,safe
4352,1,0,safe,safe
4353,1,0,safe,safe
4354,1,0,safe,safe
4355,1,0,safe,safe
4356,1,0,safe,safe
4357,1,0,safe,safe
4358,1,0,safe,safe
4359,1,0,safe,safe
4360,0,0,safe,safe
4361,0,0,safe,safe
4362,1,0,safe,safe
4363,1,0,safe,safe
4364,0,0,safe,safe
4365,0,0,safe,safe
4366,0,0,safe,safe
4367,0,0,safe,safe
4368,0,0,safe,safe
